,Page total likes,Type,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
439,98195,Photo,1,3,6,3,0.0,4898,7960.0,560.0,528.0,719,6380.0,3730,363,1,76.0,9.0,86.0
440,98195,Photo,1,3,5,10,0.0,4118,7355.0,546.0,526.0,675,6423.0,3466,379,1,28.0,7.0,36.0
441,98195,Photo,1,3,5,4,1.0,1845,2670.0,9.0,9.0,9,1614.0,1008,9,0,0.0,0.0,0.0
442,98195,Photo,3,3,4,13,0.0,34480,191207.0,1591.0,1156.0,1926,184270.0,30720,1292,10,664.0,97.0,771.0
443,96749,Photo,3,3,2,9,0.0,5338,9940.0,589.0,556.0,715,8146.0,3920,363,1,62.0,10.0,73.0
444,96749,Photo,2,3,2,5,0.0,5312,9411.0,603.0,582.0,795,7034.0,3588,345,0,48.0,20.0,68.0
445,96749,Photo,1,3,1,13,1.0,4412,8070.0,711.0,678.0,926,6937.0,3478,346,1,55.0,7.0,63.0
447,96749,Photo,1,3,7,10,1.0,7220,12735.0,2348.0,2300.0,3311,9837.0,5296,642,6,88.0,24.0,118.0
448,96749,Photo,1,3,7,5,1.0,14320,21958.0,1850.0,1819.0,2170,9579.0,4664,413,2,59.0,6.0,67.0
449,93684,Photo,1,2,6,13,1.0,27056,162816.0,2299.0,2127.0,2737,160270.0,25424,1146,6,234.0,26.0,266.0
450,93577,Photo,1,2,6,6,0.0,20528,33000.0,1876.0,1800.0,2654,14636.0,7632,656,3,148.0,21.0,172.0
451,93470,Photo,1,2,5,12,0.0,6416,11459.0,1362.0,1313.0,1652,9122.0,4716,497,0,96.0,29.0,125.0
452,93363,Photo,1,2,5,6,0.0,5786,10634.0,1237.0,1218.0,1526,9103.0,4764,483,4,49.0,15.0,68.0
453,93256,Photo,3,2,4,12,0.0,5878,10508.0,1132.0,1087.0,1380,8471.0,4528,446,3,98.0,27.0,128.0
454,93149,Photo,3,2,4,3,0.0,9528,16535.0,1383.0,1288.0,1834,11276.0,6260,630,14,198.0,70.0,282.0
455,93042,Photo,3,2,3,13,0.0,8500,14157.0,1095.0,1029.0,1422,9670.0,5640,465,5,159.0,53.0,217.0
456,92935,Photo,1,2,3,9,1.0,3796,6737.0,949.0,940.0,1192,5249.0,2694,398,1,22.0,6.0,29.0
457,92828,Photo,1,2,3,6,0.0,28128,42940.0,2283.0,2190.0,3400,9183.0,4560,621,6,154.0,18.0,178.0
458,92721,Photo,3,2,2,13,0.0,7228,12627.0,1239.0,1189.0,1612,9781.0,5348,606,5,128.0,32.0,165.0
459,92614,Photo,2,2,2,3,1.0,5290,9100.0,1053.0,994.0,1326,6285.0,3578,441,2,129.0,32.0,163.0
461,92400,Photo,1,2,1,4,0.0,5880,10115.0,1291.0,1264.0,1878,8536.0,4884,706,5,79.0,11.0,95.0
462,92293,Photo,3,2,7,13,1.0,10040,17029.0,1429.0,1346.0,2022,11744.0,6964,742,19,214.0,78.0,311.0
463,92186,Photo,3,2,7,2,1.0,153536,497910.0,1713.0,1633.0,2493,8907.0,5696,593,8,134.0,34.0,176.0
464,92079,Photo,1,2,6,13,0.0,158208,453213.0,2482.0,2319.0,3412,81938.0,20608,1034,9,268.0,36.0,313.0
465,91972,Photo,3,2,6,3,0.0,6484,10832.0,1166.0,1115.0,1441,7316.0,4280,583,4,128.0,38.0,170.0
466,91865,Photo,2,2,5,13,1.0,4840,7466.0,949.0,923.0,1116,5362.0,3370,447,3,47.0,21.0,71.0
467,91758,Photo,2,2,5,3,1.0,15880,51571.0,1188.0,1071.0,1410,47976.0,13560,677,1,200.0,37.0,238.0
468,91651,Photo,1,2,4,12,0.0,15288,31467.0,1573.0,1401.0,2110,28247.0,13312,1052,5,264.0,36.0,305.0
469,91544,Photo,3,2,4,3,0.0,9528,16779.0,1245.0,1175.0,1725,11885.0,6672,729,10,193.0,61.0,264.0
470,91437,Link,1,2,3,13,0.0,9356,14986.0,448.0,381.0,505,13919.0,8460,392,4,114.0,13.0,131.0
471,91330,Photo,3,2,3,3,0.0,7732,13264.0,1066.0,1002.0,1336,8753.0,4880,570,7,160.0,57.0,224.0
472,91223,Photo,1,2,2,13,0.0,5240,8893.0,857.0,837.0,1020,7420.0,4232,466,0,46.0,15.0,61.0
473,91116,Photo,3,2,2,4,1.0,7132,12060.0,1004.0,944.0,1226,8294.0,4736,576,4,136.0,42.0,182.0
474,91009,Photo,1,2,1,12,0.0,21928,39641.0,1512.0,1479.0,1837,6338.0,3672,497,0,73.0,13.0,86.0
475,86909,Photo,3,1,6,16,1.0,5754,9238.0,1179.0,1143.0,1452,6101.0,3546,420,0,65.0,19.0,84.0
476,86909,Photo,1,1,6,10,1.0,37088,10966.0,2728.0,2288.0,3183,66311.0,34352,2021,7,579.0,47.0,633.0
477,86909,Link,1,1,6,4,0.0,39600,7927.0,572.0,496.0,581,12522.0,8176,167,1,101.0,5.0,107.0
478,86909,Photo,3,1,5,13,0.0,5536,8745.0,1141.0,1099.0,1461,5225.0,3098,483,1,74.0,31.0,106.0
479,86909,Photo,3,1,5,4,0.0,6056,10325.0,1117.0,1078.0,1427,6823.0,3788,487,7,84.0,36.0,127.0
480,86909,Photo,2,1,4,11,0.0,11484,20696.0,1762.0,1635.0,2741,8774.0,5124,722,56,360.0,99.0,515.0
481,86491,Link,1,1,4,4,1.0,4938,7910.0,66.0,63.0,70,6625.0,3804,59,0,5.0,2.0,7.0
482,86491,Photo,3,1,3,10,0.0,66784,9456.0,2969.0,2833.0,3645,17809.0,11328,801,3,187.0,36.0,226.0
483,86491,Photo,2,1,3,3,0.0,5526,8779.0,1096.0,1058.0,1399,5732.0,3412,453,2,69.0,26.0,97.0
484,86491,Photo,3,1,2,7,0.0,5040,8367.0,1062.0,1023.0,1348,5485.0,3068,437,2,82.0,24.0,108.0
485,86491,Link,1,1,2,2,0.0,5168,8371.0,66.0,59.0,71,7041.0,3996,58,0,12.0,2.0,14.0
486,85979,Photo,3,1,1,12,0.0,5034,8030.0,1020.0,993.0,1243,5340.0,3094,440,2,56.0,25.0,83.0
487,85979,Photo,3,1,1,2,0.0,4908,7491.0,957.0,937.0,1153,4642.0,2842,393,1,44.0,21.0,66.0
488,85979,Photo,3,1,7,10,0.0,9700,17442.0,1407.0,1271.0,2007,8872.0,4876,660,21,277.0,80.0,378.0
489,85979,Photo,3,1,7,2,0.0,4800,7754.0,975.0,938.0,1278,4932.0,2820,432,1,74.0,28.0,103.0
490,85979,Photo,3,1,6,11,0.0,5280,8703.0,951.0,911.0,1237,5757.0,3300,431,1,79.0,30.0,110.0
491,85979,Photo,3,1,6,3,1.0,6184,10228.0,956.0,901.0,1140,6085.0,3502,437,1,105.0,46.0,152.0
492,85979,Link,1,1,5,11,0.0,45920,5808.0,753.0,655.0,763,15766.0,10720,220,0,128.0,9.0,137.0
493,85093,Photo,3,1,1,2,0.0,8412,13960.0,1179.0,1111.0,1632,8632.0,5348,699,17,185.0,55.0,257.0
494,85093,Photo,3,1,7,10,0.0,5400,9218.0,810.0,756.0,1003,5654.0,3230,422,10,125.0,41.0,176.0
495,85093,Photo,3,1,7,2,0.0,4684,7536.0,733.0,708.0,985,4750.0,2876,392,5,53.0,26.0,84.0
496,81370,Photo,2,1,5,8,0.0,3480,6229.0,537.0,508.0,687,3961.0,2104,301,0,53.0,22.0,75.0
497,81370,Photo,1,1,5,2,0.0,3778,7216.0,625.0,572.0,795,4742.0,2388,363,4,93.0,18.0,115.0
498,81370,Photo,3,1,4,11,0.0,4156,7564.0,626.0,574.0,832,4534.0,2452,370,7,91.0,38.0,136.0
